state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
Washington,Female,Bachelor,258,593.70,21603,68,1/2/00,Personal Auto,Four-Door Car,326.4
Washington,Female,Bachelor,269,596.39,25544,68,1/0/00,Personal Auto,Four-Door Car,326.4
California,Male,College,268,458.16,98121,67,1/0/00,Personal Auto,Two-Door Car,383.655742
Washington,Female,College,810,936.46,32314,68,1/0/00,Personal Auto,Four-Door Car,326.4
Oregon,Female,College,903,665.76,89382,112,1/0/00,Corporate Auto,Four-Door Car,573.990258
Arizona,Female,College,535,218.70,97742,132,1/0/00,Corporate Auto,SUV,199.590599
Arizona,Female,College,1,188,096.62,51236,114,1/0/00,Personal Auto,Four-Door Car,820.8
Oregon,Male,College,255,709.43,51236,73,1/0/00,Corporate Auto,Four-Door Car,525.6
California,Female,College,791,482.31,77153,99,1/1/00,Personal Auto,Four-Door Car,355.641958
California,Male,Master,984,008.26,94590,81,1/0/00,Personal Auto,Two-Door Car,388.8
Arizona,Female,College,435,155.05,74163,108,1/0/00,Personal Auto,Four-Door Car,518.4
Oregon,Female,College,2,220,782.62,40450,287,1/3/00,Personal Auto,Luxury SUV,1377.6
Oregon,Male,College,482,525.86,51236,71,1/0/00,Personal Auto,Two-Door Car,511.2
Arizona,Female,College,694,783.88,51236,99,1/0/00,Corporate Auto,Two-Door Car,475.2
California,Female,College,334,480.95,33243,85,1/0/00,Personal Auto,Four-Door Car,24.555177
Arizona,Male,Master,235,750.31,51236,64,1/0/00,Personal Auto,Four-Door Car,199.791024
Oregon,Male,College,3,594,471.05,51236,114,1/0/00,Corporate Auto,Four-Door Car,820.8
Nevada,Male,College,1,040,896.87,20228,101,1/1/00,Personal Auto,SUV,523.815839
Arizona,Female,College,404,816.13,92801,100,1/0/00,Personal Auto,SUV,407.045238
Oregon,Male,College,685,200.19,51236,69,1/1/00,Personal Auto,Four-Door Car,406.999443
California,Male,College,290,302.42,36845,74,1/0/00,Personal Auto,Four-Door Car,355.2
California,Female,College,1,803,911.42,51236,63,1/0/00,Personal Auto,Four-Door Car,503.204804
California,Female,Master,324,204.39,72330,81,1/2/00,Personal Auto,Four-Door Car,126.509441
Nevada,Female,Bachelor,246,762.08,19352,65,1/0/00,Personal Auto,Four-Door Car,724.463534
Arizona,Male,College,567,438.34,51236,62,1/5/00,Personal Auto,Four-Door Car,297.6
Arizona,Female,College,863,435.60,25073,79,1/0/00,Personal Auto,Four-Door Car,379.2
Oregon,Female,College,278,019.69,20261,72,1/0/00,Personal Auto,Four-Door Car,345.6
Oregon,Male,Master,2,205,600.50,66851,92,1/2/00,Personal Auto,Four-Door Car,408.550442
Arizona,Female,College,251,459.20,43860,65,1/0/00,Corporate Auto,Four-Door Car,156.124914
Oregon,Male,College,588,622.11,51236,180,1/0/00,Corporate Auto,Luxury Car,1777.471271
California,Female,Doctorate,770,603.63,48019,64,1/0/00,Corporate Auto,Four-Door Car,137.665031
California,Male,College,279,045.82,28786,71,1/1/00,Personal Auto,Four-Door Car,345.619809
California,Female,College,239,703.61,22283,65,1/0/00,Corporate Auto,Four-Door Car,572.072106
Arizona,Female,Bachelor,883,432.28,34133,111,1/0/00,Personal Auto,SUV,226.9684
Arizona,Male,Master,1,443,567.37,60880,119,1/0/00,Personal Auto,Two-Door Car,109.906628
California,Female,Bachelor,687,196.66,51236,196,1/2/00,Personal Auto,Sports Car,940.8
Oregon,Male,College,1,536,235.44,48115,192,1/0/00,Personal Auto,Luxury Car,1382.4
California,Female,College,483,479.75,32017,62,1/2/00,Personal Auto,Four-Door Car,297.6
Oregon,Female,College,1,089,930.18,58518,136,1/0/00,Personal Auto,SUV,323.637414
California,Male,Bachelor,528,404.10,61542,67,1/0/00,Personal Auto,Four-Door Car,321.6
Oregon,Female,Bachelor,289,172.68,56761,73,1/1/00,Corporate Auto,Two-Door Car,85.146928
California,Male,College,490,054.51,22976,66,1/0/00,Personal Auto,Four-Door Car,345.951322
Nevada,Female,College,2,084,259.63,51236,72,1/0/00,Personal Auto,Four-Door Car,709.082334
Washington,Male,College,524,605.72,70301,67,1/0/00,Personal Auto,Four-Door Car,328.942798
Arizona,Male,Bachelor,663,083.61,51236,66,1/0/00,Personal Auto,Four-Door Car,315.950185
Arizona,Male,Bachelor,1,203,662.05,44428,104,1/0/00,Personal Auto,SUV,499.2
Nevada,Male,Bachelor,389,503.48,52361,102,1/0/00,Personal Auto,Four-Door Car,645.952371
California,Male,College,1,170,106.99,32435,297,1/0/00,Personal Auto,Luxury Car,1767.348807
California,Male,College,341,910.87,40272,86,1/0/00,Personal Auto,Two-Door Car,23.387192
Arizona,Male,Master,730,277.51,30492,61,1/0/00,Personal Auto,Four-Door Car,171.38289
Arizona,Male,College,1,968,540.91,51524,244,1/0/00,Personal Auto,Luxury Car,1171.2
Arizona,Male,College,248,606.49,36635,63,1/0/00,Corporate Auto,Four-Door Car,302.4
Arizona,Female,Bachelor,522,432.88,83389,65,1/0/00,Corporate Auto,Two-Door Car,209.25613
Oregon,Female,Bachelor,4,922,143.07,63035,153,1/0/00,Personal Auto,SUV,734.4
California,Male,Bachelor,316,788.87,61638,82,1/2/00,Corporate Auto,Four-Door Car,544.340079
Arizona,Female,College,780,531.29,21073,106,1/1/00,Personal Auto,SUV,508.8
California,Female,College,1,319,792.89,51236,68,1/3/00,Personal Auto,Four-Door Car,326.4
Oregon,Male,Bachelor,623,430.59,51236,82,1/0/00,Personal Auto,Two-Door Car,192.7604
Arizona,Male,College,753,960.06,51236,74,1/0/00,Personal Auto,Four-Door Car,532.8
Nevada,Male,College,815,793.36,86811,102,1/0/00,Corporate Auto,Four-Door Car,489.6
Oregon,Male,College,1,315,674.90,72517,82,1/0/00,Personal Auto,Two-Door Car,371.458196
Washington,Female,College,249,125.76,25965,5353,1/0/00,Personal Auto,Four-Door Car,329.206567
Oregon,Female,Doctorate,533,938.84,84424,66,1/0/00,Personal Auto,Four-Door Car,231.537001
California,Female,College,864,917.50,43383,109,1/0/00,Personal Auto,SUV,757.593913
Oregon,Male,College,751,913.36,96306,95,1/1/00,Special Auto,Four-Door Car,185.355353
California,Female,College,429,300.96,51236,61,1/0/00,Corporate Auto,Two-Door Car,292.8
Washington,female,College,253,774.45,51236,69,1/0/00,Personal Auto,Four-Door Car,331.2
Arizona,Female,College,1,316,033.89,94125,109,1/0/00,Personal Auto,SUV,341.680131
Oregon,Male,College,1,323,554.44,39778,112,1/0/00,Personal Auto,SUV,806.4
Oregon,Female,College,374,457.77,51236,101,1/0/00,Personal Auto,SUV,727.2
Oregon,Female,College,2,848,607.28,91871,102,1/0/00,Personal Auto,SUV,346.845129
Nevada,Male,Bachelor,264,468.46,54000,66,1/0/00,Corporate Auto,Two-Door Car,373.881547
Oregon,Male,Doctorate,507,328.21,57709,125,1/0/00,Personal Auto,SUV,600
Arizona,Female,College,427,258.51,81132,107,1/0/00,Corporate Auto,SUV,419.105559
California,Male,College,1,100,301.65,22926,93,1/0/00,Corporate Auto,Four-Door Car,479.934846
Arizona,Female,College,1,418,164.28,51236,72,1/2/00,Personal Auto,Four-Door Car,345.6
Washington,Male,Bachelor,554,803.19,67798,69,1/0/00,Personal Auto,Four-Door Car,331.2
Oregon,Male,Bachelor,1,107,768.59,78011,138,1/0/00,Personal Auto,SUV,619.698644
Oregon,Male,College,243,568.90,32931,62,1/0/00,Personal Auto,Four-Door Car,297.6
California,Female,Bachelor,874,385.22,99517,109,1/0/00,Personal Auto,Four-Door Car,239.905208
Arizona,Male,Bachelor,240,976.09,59665,62,1/1/00,Personal Auto,Two-Door Car,167.138119
Washington,Female,College,550,001.25,86073,136,1/0/00,Corporate Auto,Sports Car,333.5671
Arizona,Female,College,852,828.87,91099,107,1/0/00,Corporate Auto,SUV,406.430632
Oregon,Male,College,359,199.61,28013,91,1/0/00,Personal Auto,Four-Door Car,655.2
Nevada,Female,College,853,982.69,55478,71,1/0/00,Personal Auto,Two-Door Car,339.399593
Nevada,Female,College,699,091.78,22568,88,1/0/00,Corporate Auto,Four-Door Car,422.4
California,Female,College,397,938.82,51236,112,1/0/00,Personal Auto,SUV,806.4
Arizona,Male,College,2,395,037.44,39335,201,1/0/00,Corporate Auto,Luxury SUV,964.8
Oregon,Female,College,232,105.25,51236,66,1/0/00,Personal Auto,Two-Door Car,508.703134
Oregon,Male,College,508,702.05,51236,72,1/0/00,Personal Auto,Four-Door Car,345.6
Oregon,Male,College,436,293.12,58842,110,1/0/00,Personal Auto,Four-Door Car,528
Oregon,Female,Bachelor,745,746.81,51236,69,1/0/00,Personal Auto,Four-Door Car,678.209827
Oregon,Male,College,702,775.96,51236,102,1/0/00,Personal Auto,SUV,489.6
Oregon,Female,Bachelor,283,168.37,70037,70,1/0/00,Personal Auto,Four-Door Car,409.985435
Nevada,Male,College,421,785.79,51236,62,1/0/00,Personal Auto,Two-Door Car,446.4
Nevada,Male,College,759,629.15,59847,192,1/0/00,Corporate Auto,Luxury Car,921.6
California,Male,Bachelor,836,567.76,26630,118,1/0/00,Personal Auto,Four-Door Car,581.077056
Oregon,Female,College,272,639.30,48039,68,1/0/00,Personal Auto,Four-Door Car,11.451889
California,Male,College,342,045.22,51236,92,1/0/00,Personal Auto,Four-Door Car,441.6
Arizona,Male,College,483,910.72,51236,137,1/0/00,Personal Auto,SUV,1227.458548
Arizona,Female,Bachelor,435,855.35,51236,118,1/0/00,Corporate Auto,Sports Car,101.826804
Washington,Female,Master,1,242,739.37,15818,107,1/0/00,Personal Auto,Two-Door Car,333.886816
Oregon,Female,Doctorate,2,351,585.33,36537,85,1/0/00,Personal Auto,Four-Door Car,165.309001
Arizona,Female,Master,839,632.76,51236,115,1/1/00,Personal Auto,SUV,552
Arizona,Male,College,517,097.64,53603,132,1/1/00,Personal Auto,Sports Car,697.272246
Nevada,Male,Doctorate,558,530.81,51236,80,1/0/00,Corporate Auto,Four-Door Car,6.281344
California,Female,Doctorate,863,949.50,92374,107,1/1/00,Personal Auto,SUV,220.018279
California,Male,College,528,183.35,39658,66,1/0/00,Corporate Auto,Four-Door Car,316.8
Oregon,Female,Bachelor,838,525.23,51236,116,1/0/00,Personal Auto,Sports Car,556.8
Arizona,Male,Bachelor,463,310.13,51236,70,1/0/00,Personal Auto,Two-Door Car,336
California,Female,College,248,039.27,51236,65,1/0/00,Personal Auto,Four-Door Car,328.314222
Arizona,Male,College,361,868.69,50755,91,1/0/00,Personal Auto,Two-Door Car,436.8
Washington,Female,College,537,584.28,69050,67,1/0/00,Personal Auto,Four-Door Car,334.892437
Oregon,Male,Bachelor,489,329.15,51236,73,1/0/00,Corporate Auto,Four-Door Car,680.047456
California,Male,College,1,073,768.43,50607,137,1/0/00,Personal Auto,SUV,657.6
Washington,Female,College,260,781.55,51236,70,1/1/00,Special Auto,Two-Door Car,336
Nevada,Female,Bachelor,1,572,525.05,51236,149,1/0/00,Corporate Auto,SUV,1072.8
Nevada,Male,College,955,341.55,51236,146,1/0/00,Corporate Auto,SUV,1051.2
Oregon,Male,College,538,949.95,66429,136,1/0/00,Personal Auto,Sports Car,57.712985
California,Female,Bachelor,732,492.82,51236,105,1/0/00,Special Auto,Two-Door Car,504
Oregon,Male,College,533,303.81,55674,66,1/0/00,Personal Auto,Four-Door Car,81.710575
California,Male,College,1,276,723.06,51236,189,1/0/00,Corporate Auto,Luxury Car,2201.327879
Washington,Male,Bachelor,265,933.80,24495,70,1/0/00,Personal Auto,Four-Door Car,336
Oregon,Female,College,348,363.04,42983,86,1/0/00,Personal Auto,Four-Door Car,412.8
Arizona,Male,College,463,654.65,26802,66,1/1/00,Special Auto,Two-Door Car,316.8
California,Male,Doctorate,1,753,003.66,51236,97,1/0/00,Corporate Auto,Four-Door Car,469.229028
Oregon,Male,College,697,871.98,53808,88,1/0/00,Personal Auto,Four-Door Car,189.835063
Arizona,Female,College,291,224.84,93403,73,1/0/00,Personal Auto,Four-Door Car,295.224598
Oregon,Female,Bachelor,420,927.93,26435,111,1/1/00,Corporate Auto,Four-Door Car,1012.249308
Oregon,Female,Bachelor,500,980.89,51236,68,1/0/00,Personal Auto,Four-Door Car,326.4
California,Female,Bachelor,521,751.33,39854,66,1/0/00,Personal Auto,Two-Door Car,261.930545
Oregon,Male,College,1,149,033.62,51236,161,1/0/00,Personal Auto,SUV,1052.933035
Nevada,Female,Master,286,454.40,91368,71,1/0/00,Personal Auto,Four-Door Car,395.328407
Arizona,Male,Bachelor,840,391.02,51236,115,1/0/00,Personal Auto,SUV,552
California,Female,College,2,039,596.88,92850,104,1/1/00,Personal Auto,Four-Door Car,499.2
Washington,Female,Bachelor,529,263.25,51236,70,1/0/00,Personal Auto,Two-Door Car,336
Arizona,Male,Bachelor,1,672,777.19,30915,72,1/2/00,Personal Auto,Four-Door Car,345.6
Arizona,Female,Master,580,112.83,48927,72,1/0/00,Personal Auto,Four-Door Car,139.354893
Oregon,Female,Bachelor,947,297.38,51236,86,1/0/00,Personal Auto,Four-Door Car,412.8
Arizona,Female,College,1,048,491.54,61108,89,1/0/00,Personal Auto,Four-Door Car,49.451117
Nevada,Male,Master,438,731.09,48015,110,1/0/00,Corporate Auto,Sports Car,528
Arizona,Male,College,452,288.35,51236,61,1/0/00,Personal Auto,Four-Door Car,292.8
Nevada,Female,College,541,815.21,57587,68,1/0/00,Personal Auto,Four-Door Car,257.090387
Washington,Male,Master,779,481.84,51236,70,1/0/00,Personal Auto,Four-Door Car,336
Arizona,Female,College,1,578,529.69,81119,196,1/0/00,Corporate Auto,SUV,940.8
California,Female,Bachelor,2,211,039.80,65724,70,1/0/00,Personal Auto,Four-Door Car,14.518312
Washington,Male,College,1,359,619.97,20128,70,1/2/00,Personal Auto,Four-Door Car,336
Oregon,Male,College,475,612.62,56146,119,1/0/00,Corporate Auto,Four-Door Car,401.785805
California,Male,Bachelor,244,705.31,84658,62,1/0/00,Personal Auto,Four-Door Car,44.780402
Nevada,Female,College,567,592.33,33257,72,1/1/00,Personal Auto,Four-Door Car,345.6
Washington,Female,College,739,903.21,51236,101,1/0/00,Personal Auto,SUV,337.617149
Oregon,Male,College,730,843.39,31115,92,1/0/00,Personal Auto,Four-Door Car,441.6
Oregon,Female,College,3,287,174.78,78487,117,1/0/00,Personal Auto,SUV,448.255019
Oregon,Male,Bachelor,522,892.01,92472,65,1/0/00,Corporate Auto,Four-Door Car,240.221415
Arizona,Male,College,2,070,086.45,51236,64,1/0/00,Personal Auto,Four-Door Car,460.8
Washington,Male,Master,633,303.08,71737,79,1/0/00,Personal Auto,Two-Door Car,338.79562
California,Male,College,433,038.60,60475,107,1/0/00,Personal Auto,Four-Door Car,513.6
Arizona,Female,Bachelor,629,273.54,26577,79,1/0/00,Personal Auto,Four-Door Car,73.719521
Arizona,Male,College,491,788.96,51236,71,1/0/00,Personal Auto,Two-Door Car,511.2
California,Male,College,516,581.00,43461,64,1/0/00,Personal Auto,Two-Door Car,307.2
Oregon,Male,College,629,159.00,51236,94,1/0/00,Personal Auto,Two-Door Car,676.8
Oregon,Female,Master,458,267.42,69085,113,1/0/00,Corporate Auto,Sports Car,472.271907
California,Male,College,606,244.16,51236,84,1/0/00,Personal Auto,Four-Door Car,604.8
Washington,Male,College,497,907.99,51236,71,1/0/00,Personal Auto,Two-Door Car,340.8
California,Female,College,583,056.14,51236,77,1/0/00,Corporate Auto,Four-Door Car,783.431945
California,Male,College,374,257.91,51236,110,1/1/00,Personal Auto,Sports Car,1272.546918
Oregon,Female,College,384,959.67,51236,106,1/0/00,Personal Auto,Sports Car,763.2
Arizona,Female,College,1,526,581.49,58361,95,1/0/00,Personal Auto,Four-Door Car,43.599861
Arizona,Male,College,531,780.72,74092,67,1/0/00,Personal Auto,Four-Door Car,321.6
California,Female,College,237,480.92,51236,64,1/0/00,Corporate Auto,Four-Door Car,380.822087
Washington,Male,College,553,286.33,59768,71,1/1/00,Personal Auto,Four-Door Car,340.8
Washington,Male,Master,571,978.57,54585,7575,1/1/00,Personal Auto,Two-Door Car,340.8
Oregon,Female,College,451,220.44,51236,125,1/0/00,Corporate Auto,SUV,900
California,Female,Bachelor,726,480.39,12075,94,1/0/00,Personal Auto,Four-Door Car,451.2
California,Male,College,865,886.38,62464,109,1/0/00,Personal Auto,Sports Car,400.181882
Oregon,Male,College,549,894.07,22520,73,1/0/00,Personal Auto,Four-Door Car,350.4
Arizona,Female,College,559,938.29,35012,72,1/0/00,Personal Auto,Four-Door Car,345.6
Arizona,Female,College,1,522,819.87,95140,126,1/0/00,Personal Auto,Sports Car,45.049185
Nevada,Female,College,364,483.36,82477,90,1/0/00,Corporate Auto,Two-Door Car,432
California,Male,Master,369,344.08,85871,92,1/1/00,Personal Auto,Four-Door Car,112.633539
Washington,Female,College,938,816.29,75264,78,1/0/00,Personal Auto,Four-Door Car,343.340301
Washington,Male,College,3,116,269.33,83170,97,1/0/00,Personal Auto,Four-Door Car,344.118069
California,Male,College,928,373.78,24314,235,1/0/00,Personal Auto,Luxury SUV,1128
Oregon,Male,Master,255,122.67,79751,63,1/0/00,Corporate Auto,Two-Door Car,392.235698
Nevada,Male,College,581,191.81,83318,72,1/0/00,Corporate Auto,Four-Door Car,345.6
Oregon,Female,Master,406,467.06,26161,109,1/0/00,Personal Auto,Sports Car,594.444586
California,Female,Bachelor,284,144.31,30473,72,1/0/00,Corporate Auto,Four-Door Car,450.080101
Nevada,Male,College,683,213.39,50472,87,1/0/00,Corporate Auto,Four-Door Car,281.163705
Nevada,Male,Master,520,197.14,94186,64,1/0/00,Personal Auto,Four-Door Car,135.340489
Arizona,Male,College,548,458.82,47611,69,1/0/00,Corporate Auto,Four-Door Car,593.654484
California,Male,College,767,268.14,51236,103,1/0/00,Personal Auto,Four-Door Car,518.720216
Oregon,Male,College,827,248.54,91245,69,1/0/00,Corporate Auto,Four-Door Car,19.251693
Arizona,Female,College,333,067.28,45944,83,1/0/00,Personal Auto,Two-Door Car,182.948495
California,Female,College,556,245.64,59649,69,1/1/00,Personal Auto,Four-Door Car,167.738267
Oregon,Female,Bachelor,245,273.86,52785,61,1/0/00,Corporate Auto,Two-Door Car,45.721456
Oregon,Female,College,792,028.29,59648,66,1/0/00,Personal Auto,Four-Door Car,316.8
Oregon,Female,College,386,148.63,93272,95,1/0/00,Corporate Auto,Four-Door Car,281.110788
Arizona,Male,Bachelor,576,478.42,22134,72,1/0/00,Corporate Auto,Four-Door Car,445.879224
Washington,Female,College,259,389.79,51236,72,1/0/00,Personal Auto,Four-Door Car,345.6
Arizona,Male,Master,288,235.06,87798,71,1/0/00,Personal Auto,Two-Door Car,204.448708
California,Male,Bachelor,221,318.79,51236,63,1/0/00,Personal Auto,Four-Door Car,305.552429
California,Female,Master,942,962.94,43811,117,1/0/00,Personal Auto,Sports Car,571.136574
California,Female,College,623,925.75,51236,91,1/0/00,Corporate Auto,Two-Door Car,655.2
Nevada,Female,Bachelor,766,880.96,92456,95,1/0/00,Special Auto,Four-Door Car,456
California,Female,College,1,377,097.62,59207,116,1/0/00,Personal Auto,Four-Door Car,556.8
California,Female,College,274,284.43,64519,69,1/1/00,Corporate Auto,Four-Door Car,331.2
Oregon,Female,College,1,346,692.07,11432,119,1/0/00,Personal Auto,SUV,571.2
Nevada,Female,College,885,835.20,51236,80,1/0/00,Personal Auto,Two-Door Car,81.255741
California,Male,College,848,533.00,32607,111,1/1/00,Corporate Auto,SUV,532.8
Arizona,Female,College,774,464.44,26444,196,1/0/00,Personal Auto,Luxury Car,940.8
Oregon,Female,College,589,490.74,39381,74,1/1/00,Personal Auto,Four-Door Car,355.2
Nevada,Male,College,577,068.41,51236,83,1/0/00,Personal Auto,Four-Door Car,946.345269
Oregon,Male,College,526,111.75,90217,66,1/1/00,Personal Auto,Four-Door Car,316.8
Oregon,Male,College,240,353.95,24248,70,1/3/00,Personal Auto,Four-Door Car,336
Arizona,Male,Bachelor,912,460.00,99368,113,1/0/00,Personal Auto,Four-Door Car,82.427785
Arizona,Female,College,2,618,080.53,68189,82,1/1/00,Special Auto,Four-Door Car,343.121192
Nevada,Female,Master,1,564,125.86,32370,130,1/0/00,Corporate Auto,SUV,487.736171
Arizona,Female,Master,257,402.04,34990,65,1/0/00,Personal Auto,Four-Door Car,42.689135
California,Female,College,531,983.87,25714,67,1/0/00,Personal Auto,Two-Door Car,321.6
Oregon,Male,College,749,600.66,61091,95,1/0/00,Personal Auto,Two-Door Car,409.868003
Arizona,Male,College,1,217,458.96,88184,104,1/3/00,Personal Auto,Four-Door Car,240.176533
California,Female,College,260,557.08,60252,65,1/0/00,Personal Auto,Four-Door Car,182.436205
Oregon,Male,College,270,720.85,80985,67,1/0/00,Personal Auto,Four-Door Car,124.933587
Washington,Female,College,279,490.75,39783,72,1/0/00,Personal Auto,Two-Door Car,345.6
California,Male,College,881,901.89,99845,110,1/1/00,Personal Auto,SUV,528
Washington,Female,Bachelor,534,599.46,51236,72,1/0/00,Personal Auto,Four-Door Car,345.6
Oregon,Female,College,816,951.40,40803,71,1/3/00,Personal Auto,Four-Door Car,122.912377
Oregon,Female,College,770,888.39,71134,98,1/3/00,Personal Auto,Two-Door Car,196.37368
Arizona,Male,Bachelor,552,821.28,36088,72,1/0/00,Personal Auto,Four-Door Car,345.6
Nevada,Male,College,1,212,844.67,29431,103,1/0/00,Personal Auto,SUV,237.896227
Washington,Male,Bachelor,552,821.28,36088,72,1/0/00,Personal Auto,Four-Door Car,345.6
Oregon,Male,College,679,684.48,17937,65,1/0/00,Personal Auto,Two-Door Car,312
Arizona,Female,Bachelor,286,731.22,23376,78,1/0/00,Personal Auto,Four-Door Car,374.4
California,Female,Doctorate,239,557.00,21986,63,1/0/00,Personal Auto,Two-Door Car,333.696228
Arizona,Female,Bachelor,709,416.77,23032,89,1/0/00,Corporate Auto,Four-Door Car,427.2
Oregon,Female,College,412,809.13,32114,104,1/0/00,Corporate Auto,SUV,445.29049
California,Male,Bachelor,404,693.61,13330,117,1/0/00,Corporate Auto,SUV,561.6
California,Female,College,486,928.28,44934,61,1/0/00,Personal Auto,Four-Door Car,357.926979
Oregon,Female,College,290,215.19,96137,73,1/2/00,Corporate Auto,Two-Door Car,67.490616
Oregon,Female,College,428,294.80,40864,109,1/1/00,Personal Auto,SUV,166.937747
California,Female,College,775,012.03,22668,67,1/1/00,Personal Auto,Four-Door Car,33.718553
Oregon,Male,College,662,717.46,90751,82,1/1/00,Personal Auto,Two-Door Car,315.826382
Oregon,Male,College,747,460.58,44186,64,1/2/00,Personal Auto,Four-Door Car,295.04969
Oregon,Male,College,556,129.14,92678,70,1/0/00,Personal Auto,Four-Door Car,34.689611
Arizona,Female,Bachelor,609,846.21,74257,76,1/0/00,Personal Auto,Four-Door Car,214.586742
California,Male,Bachelor,285,952.89,99981,71,1/0/00,Special Auto,Four-Door Car,204.872273
Arizona,Male,College,599,442.46,51236,91,1/0/00,Personal Auto,Four-Door Car,655.2
Arizona,Female,College,563,524.95,19591,74,1/0/00,Personal Auto,Two-Door Car,95.925021
California,Female,College,506,720.83,29095,127,1/0/00,Personal Auto,SUV,664.280864
Oregon,Female,Bachelor,226,328.46,51236,62,1/0/00,Corporate Auto,Four-Door Car,389.750793
Arizona,Male,Master,1,443,567.37,60880,119,1/0/00,Corporate Auto,Two-Door Car,109.906628
Arizona,Female,Bachelor,492,839.71,61785,61,1/0/00,Personal Auto,Two-Door Car,271.10697
Oregon,Male,Bachelor,1,203,662.05,44428,104,1/0/00,Special Auto,SUV,499.2
California,Male,College,856,476.82,95697,107,1/0/00,Personal Auto,Sports Car,178.006524
California,Female,Bachelor,236,188.39,18064,63,1/2/00,Personal Auto,Four-Door Car,182.964184
California,Male,College,556,569.33,74720,70,1/0/00,Personal Auto,Two-Door Car,200.812425
California,Female,Bachelor,514,680.98,22594,67,1/0/00,Personal Auto,Four-Door Car,321.6
Arizona,Female,Bachelor,293,808.03,40987,73,1/0/00,Personal Auto,Four-Door Car,329.013275
Nevada,Male,College,1,443,274.64,24561,126,1/0/00,Personal Auto,SUV,853.473552
California,Female,College,1,302,741.98,76456,83,1/1/00,Personal Auto,Four-Door Car,42.693918
California,Male,College,245,198.88,65828,62,1/0/00,Personal Auto,Four-Door Car,297.6
Oregon,Female,College,466,198.41,51236,68,1/1/00,Personal Auto,Four-Door Car,489.6
Arizona,Female,Bachelor,560,001.02,63621,70,1/0/00,Personal Auto,Four-Door Car,444.620265
Arizona,Male,College,401,613.28,10074,107,1/0/00,Corporate Auto,SUV,108.995934
Oregon,Female,College,2,219,580.30,78965,183,1/0/00,Personal Auto,Luxury Car,145.587985
Nevada,Female,College,734,335.37,51236,68,1/0/00,Personal Auto,Four-Door Car,479.028818
Arizona,Male,Bachelor,480,451.43,23604,64,1/0/00,Corporate Auto,Two-Door Car,460.8
Oregon,Female,College,273,553.89,99205,68,1/0/00,Personal Auto,Two-Door Car,323.246017
Arizona,Male,College,694,097.28,51236,92,1/0/00,Personal Auto,Two-Door Car,441.6
California,Female,Bachelor,239,621.93,51236,66,1/2/00,Corporate Auto,Four-Door Car,433.160284
Nevada,Female,College,538,089.86,55350,67,1/0/00,Personal Auto,Four-Door Car,321.6
Oregon,Male,College,843,281.57,21052,111,1/0/00,Corporate Auto,SUV,453.578343
Oregon,Female,College,755,650.75,51236,69,1/0/00,Personal Auto,Four-Door Car,496.8
Arizona,Male,College,778,743.17,24664,69,1/0/00,Corporate Auto,Four-Door Car,496.8
Nevada,Male,College,478,781.29,45225,124,1/0/00,Corporate Auto,Sports Car,209.176923
California,Male,College,970,764.76,30430,86,1/0/00,Special Auto,Four-Door Car,425.662574
California,Female,Bachelor,255,222.62,35149,64,1/0/00,Personal Auto,Two-Door Car,120.477298
California,Male,Bachelor,522,342.93,16513,71,1/0/00,Personal Auto,Four-Door Car,340.8
Nevada,Male,College,501,044.93,10892,66,1/0/00,Personal Auto,Four-Door Car,316.8
Washington,Male,College,560,831.63,67176,72,1/0/00,Personal Auto,Four-Door Car,345.6
Oregon,Male,College,445,793.63,54704,113,1/0/00,Personal Auto,SUV,468.176056
Oregon,Male,Doctorate,820,078.73,25381,71,1/0/00,Personal Auto,Four-Door Car,340.8
Oregon,Female,College,274,608.01,51236,74,1/0/00,Personal Auto,Four-Door Car,355.2
Oregon,Female,Bachelor,1,021,577.92,18150,67,1/0/00,Corporate Auto,Four-Door Car,220.304649
California,Male,Bachelor,245,357.08,29735,69,1/0/00,Personal Auto,Four-Door Car,331.2
Nevada,Female,College,587,295.88,77156,73,1/0/00,Personal Auto,Four-Door Car,445.817914
Oregon,Female,College,311,892.79,88782,78,1/0/00,Personal Auto,Four-Door Car,357.757645
California,Female,College,556,865.65,51489,139,1/0/00,Personal Auto,SUV,236.739322
California,Female,Bachelor,902,971.47,16972,125,1/0/00,Personal Auto,SUV,600
California,Male,Bachelor,759,182.72,99359,95,1/0/00,Personal Auto,Two-Door Car,233.265397
Arizona,Male,College,225,531.29,58289,62,1/4/00,Personal Auto,Two-Door Car,297.6
Oregon,Female,Doctorate,3,261,369.04,45173,268,1/0/00,Personal Auto,Luxury Car,1286.4
California,Female,Bachelor,944,564.95,93246,78,1/0/00,Personal Auto,Two-Door Car,41.628869
Arizona,Male,College,680,359.68,43758,171,1/0/00,Corporate Auto,SUV,1129.929433
Oregon,Male,Bachelor,976,621.71,75651,81,1/0/00,Personal Auto,Four-Door Car,375.11129
Arizona,Female,Doctorate,729,484.61,51236,67,1/0/00,Personal Auto,Four-Door Car,321.6
Oregon,Female,Doctorate,568,251.53,36938,70,1/0/00,Special Auto,Four-Door Car,244.801119
California,Male,Bachelor,633,294.18,50843,82,1/0/00,Personal Auto,Two-Door Car,393.6
California,Female,Bachelor,491,657.70,21907,62,1/0/00,Personal Auto,Four-Door Car,2.96438
